1000
34,26,54
10,77,10
69,58,92
52,68,4
98,3,75
69,18,10
84,79,79
26,69,84
7,62,58
68,86,86
28,48,33
22,13,71
69,96,54
61,85,44
30,63,30
50,16,51
50,33,34
83,81,81
80,25,87
41,2,19
75,71,42
23,51,86
12,66,12
82,47,98
30,91,50
7,1,36
61,16,93
6,90,76
65,53,84
88,36,64
47,56,46
6,36,88
57,20,22
47,57,55
24,82,51
30,26,95
32,16,19
69,57,82
70,45,96
52,29,72
91,34,31
7,22,37
55,69,13
27,88,57
69,13,57
16,60,40
43,47,98
64,93,89
41,93,85
49,10,38
85,81,81
29,30,34
16,66,29
6,35,70
56,80,35
77,46,66
47,48,27
17,42,62
80,99,99
53,7,49
77,68,56
76,41,82
16,1,65
52,74,69
56,18,29
80,98,45
25,41,43
86,83,100
49,42,55
95,86,26
20,74,50
35,42,29
79,20,19
19,63,43
90,48,63
28,40,14
14,27,33
55,28,29
22,96,39
59,85,62
38,18,29
49,49,14
19,33,6
56,60,74
8,74,42
31,29,39
30,53,33
89,21,29
24,15,73
12,2,17
73,45,60
87,21,23
77,76,25
41,35,74
96,45,28
64,98,17
31,63,68
61,41,33
63,71,22
28,78,8
39,23,57
21,46,73
6,54,86
96,11,59
84,57,83
44,5,70
10,28,62
61,15,12
46,31,82
91,24,4
6,28,15
94,60,89
84,36,20
29,61,4
84,13,24
1,24,99
80,69,5
50,80,11
91,24,92
24,76,31
40,61,46
66,5,37
30,56,46
9,26,72
66,24,67
87,51,34
33,99,41
19,58,21
44,67,7
47,8,35
12,55,72
15,34,67
17,32,77
72,6,3
58,86,16
97,51,45
2,1,80
42,86,80
12,91,90
14,49,66
34,26,75
51,83,45
55,67,35
47,64,59
83,47,78
27,26,8
59,48,83
56,99,18
27,39,19
8,91,9
29,15,60
17,31,78
23,40,29
6,21,48
95,3,80
20,14,41
79,23,49
29,10,66
81,49,84
74,97,59
48,62,74
9,76,11
85,9,35
75,30,68
50,36,95
53,61,87
38,49,7
74,51,43
55,38,71
80,26,67
50,75,79
34,48,76
18,27,29
4,5,69
11,84,76
90,92,67
14,99,76
69,1,83
58,22,40
91,15,59
50,2,100
8,62,44
91,8,24
59,39,66
13,63,18
81,29,60
32,27,69
44,45,78
23,86,13
10,96,89
97,49,66
90,64,40
49,66,98
43,79,2
15,63,12
11,86,58
71,62,89
68,19,95
35,97,98
78,83,15
37,13,88
35,32,38
53,18,90
29,18,97
81,5,100
42,28,73
17,63,17
92,63,67
80,95,62
26,97,16
30,7,38
41,82,29
11,98,89
57,2,12
11,32,9
63,89,15
56,14,13
86,68,52
35,66,38
72,67,50
60,46,26
72,14,75
22,5,99
46,45,59
56,66,41
94,7,83
69,41,50
95,8,2
72,62,94
23,90,49
23,34,62
84,51,43
50,46,35
21,72,77
83,57,74
76,44,3
68,53,32
58,9,72
9,28,99
45,28,5
4,10,21
16,86,71
60,78,31
15,98,81
31,89,80
59,30,30
1,61,2
62,5,41
11,46,90
65,36,73
35,56,58
71,10,31
16,57,43
55,68,17
79,67,90
44,58,82
92,24,44
56,9,66
48,67,14
73,83,40
2,9,34
17,1,60
61,9,71
84,95,76
7,28,60
7,74,33
36,26,25
27,1,4
81,87,62
37,10,98
4,54,65
62,71,90
6,87,79
3,97,76
65,6,24
95,46,43
92,57,94
13,73,65
65,22,56
14,42,55
41,87,65
6,88,41
95,30,50
75,87,75
72,93,46
95,77,58
80,31,79
6,57,63
89,70,24
66,94,100
87,57,48
63,86,92
72,93,57
47,79,57
90,17,92
97,92,22
25,21,16
5,26,25
46,54,24
6,44,29
84,45,12
65,4,44
4,60,53
76,17,93
25,47,74
99,20,32
98,56,3
34,88,91
33,7,44
14,69,41
87,81,58
92,94,66
24,35,30
44,43,78
15,14,85
93,1,79
72,55,38
26,68,98
18,40,8
80,30,19
86,9,31
9,34,4
56,28,15
53,75,22
51,34,39
9,72,55
41,2,61
63,50,52
36,60,29
74,72,45
77,69,98
5,16,14
99,84,36
23,70,81
91,14,3
45,17,44
7,78,76
65,2,10
49,94,40
58,76,77
52,67,96
53,64,66
37,58,93
1,85,6
44,61,14
64,77,44
26,36,48
9,32,55
16,62,51
74,79,22
68,86,46
33,98,62
35,17,31
17,55,30
60,90,23
4,90,70
69,68,76
92,28,22
22,54,80
39,11,100
80,51,100
21,20,86
31,95,23
92,42,75
7,87,40
87,4,5
40,32,88
48,61,37
4,43,3
5,51,15
35,79,19
63,45,64
11,85,12
23,15,37
68,15,44
59,78,39
93,6,23
94,23,65
98,16,75
71,50,22
65,54,1
67,54,65
97,9,68
55,19,100
91,40,22
70,44,39
37,56,1
48,59,23
16,56,56
88,8,15
31,10,14
10,52,88
8,72,6
98,33,10
41,54,61
6,32,72
48,55,54
33,3,65
4,72,44
84,75,94
81,74,77
71,36,57
13,70,38
18,12,29
24,32,6
8,85,69
19,60,28
