134
13,11,80
10,8,87
13,4,51
5,8,42
8,8,20
2,5,36
7,8,53
20,14,99
2,3,37
12,16,14
18,12,38
13,4,99
2,13,89
7,3,40
6,15,26
9,2,3
15,20,67
5,12,36
16,1,74
3,15,46
11,18,53
17,20,22
16,17,76
2,12,59
4,15,58
2,16,28
12,18,94
9,9,54
13,12,32
6,19,30
17,15,78
5,12,43
1,6,39
4,14,79
15,12,24
9,15,39
19,19,47
19,20,55
10,5,14
11,5,93
8,17,90
11,5,66
11,12,33
20,1,31
7,11,92
13,16,65
17,18,11
11,16,81
17,18,64
14,15,75
3,2,78
11,6,66
18,10,63
8,18,68
5,18,38
20,18,32
2,20,84
17,3,21
14,16,28
13,11,73
15,7,28
13,3,54
17,2,91
8,13,80
4,11,63
19,4,13
8,6,60
12,7,43
20,18,38
9,4,95
9,2,61
11,15,60
16,2,17
6,1,16
20,6,12
2,7,58
1,6,92
7,18,6
5,14,9
8,18,66
1,9,77
8,5,87
11,1,16
3,5,1
8,7,88
8,5,88
17,10,48
12,8,91
3,14,28
4,3,85
12,19,9
6,3,53
1,12,77
2,20,38
4,16,39
20,6,79
8,6,37
13,1,30
10,10,26
15,10,45
1,11,22
13,6,79
7,18,5
6,9,83
19,8,55
15,12,84
15,9,15
3,9,17
12,20,11
4,12,2
8,8,78
17,12,33
18,11,39
15,2,39
2,20,36
18,7,77
7,12,43
11,19,55
20,11,45
7,19,71
9,6,20
18,15,5
8,8,85
10,16,49
11,13,99
12,20,68
14,19,22
11,10,14
7,5,73
17,7,71
16,16,24
20,13,10
17,18,8
1,3,55
