122
10,15,97
6,18,45
13,2,5
15,15,81
17,5,71
12,5,21
4,17,76
11,12,36
19,7,50
11,14,2
15,15,75
19,15,21
13,2,67
9,19,50
7,17,83
10,13,78
10,11,83
4,16,11
6,12,39
12,8,59
2,9,21
7,9,98
9,14,78
12,19,92
5,12,56
16,19,14
5,3,88
9,3,68
11,8,50
16,2,89
20,2,78
17,6,60
4,4,40
9,11,28
9,7,7
17,5,24
7,2,16
18,9,7
6,12,65
16,5,32
3,11,91
17,14,8
6,15,13
15,11,85
20,16,92
3,6,4
17,12,14
10,12,9
7,5,72
14,17,67
19,20,61
1,20,92
16,10,100
11,15,52
10,7,9
2,8,81
5,19,96
3,14,15
17,12,20
11,15,89
9,5,92
15,4,98
7,18,32
15,17,44
16,10,23
6,5,66
11,18,93
8,18,90
15,12,77
4,19,79
7,3,60
9,2,64
10,14,69
16,13,5
14,17,7
17,4,23
13,12,63
1,1,55
1,6,37
17,16,28
19,19,22
12,19,72
18,9,43
10,7,99
15,3,72
10,14,38
8,16,85
20,5,68
14,7,26
17,17,56
1,17,6
19,4,93
18,5,23
2,7,42
17,12,65
20,3,13
6,2,75
9,16,54
19,16,1
3,2,53
11,18,92
19,8,32
14,17,91
9,17,81
19,15,11
8,20,10
1,20,84
11,11,23
15,9,89
14,1,51
12,13,30
16,10,15
8,2,90
10,5,1
2,3,21
5,13,91
19,5,9
11,4,41
15,5,72
14,9,59
5,8,31
7,5,13
