99
3,3,9
4,19,11
9,2,59
10,16,24
17,19,74
18,8,43
18,4,74
9,11,90
16,20,29
6,19,24
10,9,33
20,15,86
8,10,7
20,19,47
18,18,24
9,8,95
18,10,55
6,11,66
16,12,45
14,18,24
10,10,90
8,15,79
17,13,85
1,14,78
8,5,66
6,6,44
5,5,42
10,12,83
13,8,8
10,19,28
9,7,93
8,3,39
6,6,87
7,16,64
1,10,18
1,13,8
5,15,33
9,15,31
9,15,74
19,8,100
9,18,30
19,13,85
6,6,20
8,3,40
16,14,61
10,18,4
2,12,40
12,16,4
6,11,37
18,19,94
10,14,9
20,8,29
15,8,10
16,6,49
5,14,34
8,8,73
2,11,45
12,18,91
20,13,77
8,13,49
13,5,29
11,7,91
19,16,96
1,13,4
18,7,75
1,2,74
12,14,49
2,9,7
19,17,8
4,19,83
9,3,8
18,13,94
12,9,52
3,19,12
19,14,6
13,14,80
13,17,77
14,2,100
10,1,79
10,18,59
1,19,73
14,9,1
19,11,7
9,6,94
10,14,82
8,11,92
7,1,41
17,14,59
16,16,21
3,9,18
2,19,6
11,6,65
9,10,51
12,16,4
14,20,43
6,3,96
18,15,10
3,11,34
1,7,52
