123
186,41,320
46,10,934
103,115,605
64,151,219
197,105,161
86,142,661
73,90,445
197,135,407
1,118,621
136,160,334
185,34,836
28,98,461
162,132,874
176,20,783
108,194,752
172,196,285
119,124,285
158,187,275
2,149,596
29,23,300
70,64,708
52,57,879
12,90,143
159,153,231
116,16,634
114,51,269
82,85,292
169,18,941
107,106,757
182,81,236
65,173,206
189,23,950
75,200,628
173,126,479
60,75,318
78,26,689
54,78,382
173,149,292
166,70,479
100,88,918
37,190,715
99,16,248
94,22,200
183,128,890
6,195,916
87,65,364
40,176,606
115,141,303
28,101,231
25,181,312
188,41,686
11,104,136
118,93,690
196,54,691
137,25,501
130,47,340
87,15,859
20,59,894
117,94,797
35,48,529
83,165,529
44,11,284
174,163,786
29,159,883
20,53,178
11,57,817
146,81,230
115,130,354
9,136,330
158,155,615
11,81,998
121,43,481
183,108,755
120,27,189
84,17,671
55,141,427
57,132,140
51,5,284
119,11,350
24,11,225
186,23,923
104,12,975
146,65,504
69,178,834
63,27,509
94,198,261
3,27,760
32,26,540
32,86,597
77,53,282
188,87,944
31,170,485
151,62,764
74,14,433
44,199,251
159,173,371
180,189,721
83,94,160
86,5,263
96,111,104
58,123,441
193,133,427
59,25,804
41,109,941
193,53,999
156,158,266
136,110,671
143,118,297
132,124,102
190,114,984
83,147,232
157,92,174
198,130,952
53,168,346
180,179,396
85,24,598
6,28,865
92,115,452
94,138,398
57,179,476
60,172,292
86,97,854
148,127,884
