123
138,92,738
118,108,876
119,18,807
82,157,767
173,56,734
45,134,465
107,33,183
192,154,100
170,174,308
32,166,862
155,30,282
159,71,100
161,44,716
200,169,193
1,11,609
21,109,802
171,145,103
145,23,270
191,152,322
21,92,802
77,42,265
171,61,102
198,108,479
96,170,384
89,159,367
44,32,100
2,138,453
83,52,718
119,152,620
165,180,980
122,185,502
55,18,249
195,28,245
198,69,896
90,89,998
166,41,932
34,105,699
178,127,875
168,80,223
22,74,638
142,109,382
48,55,959
39,98,511
167,172,654
106,122,893
151,2,229
126,128,798
161,152,923
126,54,497
20,179,507
56,79,878
94,166,298
147,132,350
3,134,281
69,32,121
11,85,973
33,99,987
166,194,913
67,0,698
102,24,174
73,0,288
45,195,655
146,112,454
44,124,529
197,45,231
85,70,739
2,191,390
179,42,458
108,189,166
76,146,252
135,52,122
21,108,116
159,193,891
186,106,243
48,7,108
106,86,547
167,104,119
89,101,476
192,175,196
194,86,756
20,197,965
29,3,942
23,70,440
192,23,915
191,48,453
172,143,940
71,32,230
114,108,742
122,91,233
148,66,496
86,200,789
170,5,575
59,45,140
37,125,948
85,24,766
101,157,908
197,184,143
102,156,608
192,167,935
99,69,590
95,24,337
72,196,293
76,167,526
23,68,160
2,41,526
44,42,422
132,199,157
146,154,861
101,183,828
198,146,244
139,71,139
123,28,266
200,118,371
155,100,992
176,111,687
85,105,398
29,99,308
52,103,590
139,30,601
123,42,987
162,91,502
127,9,714
34,103,841
