100000
55,79,97
39,89,72
14,24,30
2,54,46
82,68,19
39,65,89
3,66,19
20,63,74
85,62,41
46,26,64
75,26,68
10,79,89
32,21,30
17,90,75
81,12,18
5,94,96
37,64,80
49,25,96
61,90,10
42,24,7
32,2,51
89,80,25
53,98,4
77,29,44
37,1,67
58,2,25
18,73,84
95,48,79
69,87,21
78,1,33
68,69,67
98,7,81
26,18,19
83,78,13
36,81,61
1,68,7
32,29,10
34,63,80
49,27,57
51,46,1
36,80,15
79,72,57
37,25,89
1,75,39
28,5,72
8,24,100
71,9,90
2,52,48
48,90,52
36,39,30
35,14,58
1,33,50
89,3,30
54,60,80
25,97,92
99,11,100
40,54,71
1,96,57
98,86,68
29,61,61
68,57,50
72,53,49
61,69,61
23,68,80
21,64,72
41,44,1
95,74,83
48,20,85
7,5,19
89,39,69
39,82,37
50,3,35
51,46,58
40,62,51
21,11,14
98,65,59
6,90,42
76,63,17
40,99,58
76,80,4
58,20,84
39,9,1
17,71,12
88,99,88
82,8,11
2,9,73
87,50,54
66,97,86
27,13,20
3,95,3
82,55,37
6,17,68
6,71,99
28,22,85
48,28,90
41,17,68
89,3,60
39,52,95
65,5,40
80,21,58
33,37,50
36,25,47
16,25,58
9,78,16
93,3,11
41,80,86
44,53,60
81,37,21
15,51,96
99,5,70
85,13,46
25,18,34
66,81,59
79,96,40
93,27,65
48,21,90
8,38,14
83,7,71
25,46,46
98,48,76
57,23,14
21,59,52
49,67,70
60,40,10
57,29,57
89,3,40
16,15,18
27,52,93
78,16,43
92,87,60
45,4,75
49,48,15
87,29,71
40,49,91
94,34,2
78,42,76
20,98,33
79,60,37
47,57,39
38,53,69
56,15,63
88,39,14
81,58,90
1,25,28
65,15,77
65,7,9
73,80,5
32,62,100
14,74,96
77,32,23
87,52,35
78,39,60
87,37,74
94,93,63
98,41,9
35,27,66
44,88,19
35,81,31
19,86,87
16,94,59
31,1,34
1,79,19
51,40,90
8,56,20
90,41,59
98,39,57
63,71,55
71,81,39
86,92,4
39,78,77
92,60,19
64,46,55
74,69,2
87,54,90
68,33,69
20,83,4
51,69,62
83,93,64
85,67,16
4,63,98
98,59,48
4,61,92
96,25,34
47,73,60
72,21,71
48,49,22
54,35,88
83,45,60
36,69,49
77,47,21
86,78,16
1,88,94
89,59,64
44,6,1
26,14,47
27,70,42
