100
6,13,7
15,1,5
13,9,59
18,7,80
5,12,30
7,3,26
5,6,76
2,13,6
7,1,56
20,14,58
9,2,17
15,7,48
6,15,32
7,6,26
4,7,100
3,10,42
12,15,46
12,3,43
12,14,100
4,8,66
14,8,95
12,13,40
4,5,35
15,6,98
16,2,78
5,3,46
8,20,50
10,14,83
12,6,79
11,17,66
13,6,63
15,6,24
16,6,33
6,10,79
16,15,14
13,12,21
16,7,83
9,7,46
17,5,12
12,14,53
19,8,67
8,6,23
15,8,72
19,20,96
13,1,62
1,1,2
19,18,24
7,10,41
5,2,48
15,17,88
9,8,63
9,16,1
16,5,52
19,9,33
11,7,66
7,1,83
8,10,20
4,10,62
6,2,45
14,16,69
20,10,22
6,17,15
3,5,89
9,18,96
13,5,9
4,2,43
13,6,59
10,11,96
9,13,5
5,15,20
16,19,66
8,12,79
10,6,28
11,19,15
4,19,43
15,16,24
13,20,71
8,17,70
12,1,37
19,4,38
3,5,32
19,8,100
20,13,4
14,11,85
3,2,77
8,3,25
11,15,15
15,14,59
4,3,11
7,1,25
2,13,1
12,16,71
20,1,65
19,1,86
17,13,83
2,18,18
1,12,87
13,11,51
15,2,78
17,5,10
