109
12,5,67
3,7,82
17,15,12
16,9,18
2,6,2
4,7,14
4,7,55
4,7,1
8,6,53
14,7,14
20,1,74
17,19,37
2,18,11
6,15,66
13,11,66
15,18,72
1,13,51
2,9,73
2,1,61
16,1,65
18,7,46
6,11,21
10,2,97
8,10,65
6,9,74
2,11,14
12,1,38
1,17,43
19,10,58
9,1,71
2,13,71
4,10,53
6,14,61
17,16,44
16,8,23
11,5,65
1,13,48
12,10,17
10,6,28
5,2,21
7,10,28
9,1,83
15,6,80
7,2,51
10,20,31
10,19,76
12,17,1
3,2,25
20,1,94
9,1,54
1,20,33
14,11,63
5,18,35
1,8,80
19,12,19
6,18,69
13,2,53
14,19,13
6,15,65
13,5,98
13,19,97
4,11,77
15,1,71
12,1,89
3,10,54
20,8,22
8,7,74
19,6,4
10,14,88
8,4,42
7,7,66
5,19,46
10,16,32
2,6,9
20,17,28
17,15,33
10,3,73
9,3,45
11,3,22
20,10,90
3,8,46
20,6,17
10,2,10
10,20,90
10,8,76
9,10,14
12,5,80
18,15,56
20,1,54
5,17,14
6,2,1
20,7,75
12,13,77
18,19,45
1,12,75
20,2,91
4,7,68
9,7,21
16,11,68
9,2,37
4,6,32
1,6,100
16,6,35
5,15,75
15,14,15
8,2,58
17,20,99
19,7,64
20,4,90
