100
11,13,58
12,4,32
18,20,7
8,4,44
9,18,45
4,4,21
10,3,57
4,3,35
4,9,9
15,15,40
13,16,48
18,16,17
15,17,96
14,10,99
9,2,37
9,3,79
15,9,51
1,15,71
18,12,9
7,11,15
20,13,48
4,8,49
12,14,55
18,5,32
15,14,89
19,2,56
6,13,92
8,7,48
17,10,72
3,5,90
13,6,44
15,5,32
9,6,84
20,20,78
9,19,91
6,7,98
19,20,53
11,9,99
13,9,55
2,16,63
8,19,94
11,1,41
6,15,93
6,13,80
15,16,53
13,9,5
20,19,50
12,18,38
15,10,52
2,19,37
13,3,22
12,6,98
16,11,88
18,1,60
4,17,19
14,16,18
5,9,45
3,7,98
17,14,27
1,5,46
14,20,57
15,12,93
18,1,71
3,16,9
11,17,42
9,2,20
19,10,98
6,2,35
7,6,72
19,1,38
20,11,51
3,7,89
5,12,26
20,19,69
5,10,26
10,1,90
7,10,8
17,10,57
15,3,77
13,4,13
8,11,89
6,19,86
5,3,50
16,10,87
12,14,47
3,15,29
14,5,35
9,8,15
17,4,100
2,10,82
13,4,13
12,4,7
17,6,62
19,2,38
2,5,17
6,9,81
18,12,21
1,13,52
7,3,65
6,17,6
