78
21,196,155
48,127,257
69,161,835
174,133,729
176,161,758
190,199,542
171,101,591
135,151,354
51,38,859
96,82,748
56,196,721
116,119,950
157,99,915
123,126,439
198,77,368
179,106,885
171,145,850
15,157,924
20,44,654
123,172,970
155,56,338
79,97,186
142,0,901
3,130,928
45,139,491
106,75,623
27,40,422
44,163,486
140,180,197
196,85,545
177,8,482
127,22,261
119,22,270
10,36,975
165,108,295
26,108,855
123,175,524
31,163,922
90,61,924
119,11,715
91,42,594
122,10,120
140,184,344
135,26,360
89,98,517
120,54,315
18,166,726
121,157,626
111,197,905
98,151,717
155,24,383
148,157,514
4,134,100
99,142,810
42,164,667
137,112,901
23,87,652
167,41,899
18,188,512
156,184,796
98,155,413
17,173,606
58,96,988
120,79,222
74,157,759
42,24,494
4,177,480
106,181,577
29,11,283
189,34,198
151,140,672
189,90,766
136,81,751
152,30,648
105,162,307
153,25,247
129,40,635
69,196,891
